Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,meal type,car parking,room type,lead time,market cluster,repeated,prev canc,not prev canc,price,special requests,date of reservation,status,number of people,number of nights,month,year
INN03230,2,0,2,2,Meal Plan 1,0,Room_Type 1,209,Online,0,0,0,89.2,0,9/6/2017,Canceled,2,4,9,2017
INN03231,3,0,0,1,Meal Plan 1,0,Room_Type 4,45,Online,0,0,0,167.4,0,12/30/2018,Canceled,3,1,12,2018
INN03232,2,0,0,1,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,140.4,0,6/3/2018,Not_Canceled,2,1,6,2018
INN03234,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,80.0,0,5/4/2018,Not_Canceled,2,3,5,2018
INN03235,2,0,1,3,Meal Plan 2,0,Room_Type 1,98,Online,0,0,0,141.75,0,7/11/2018,Not_Canceled,2,4,7,2018
INN03236,2,0,0,2,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,114.3,1,8/10/2018,Canceled,2,2,8,2018
INN03237,2,0,2,5,Meal Plan 1,0,Room_Type 1,227,Offline,0,0,0,80.75,0,8/29/2018,Not_Canceled,2,7,8,2018
INN03238,2,1,2,2,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,84.58,1,10/16/2017,Not_Canceled,3,4,10,2017
INN03239,1,0,1,3,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,88.4,0,12/19/2018,Not_Canceled,1,4,12,2018
INN03240,1,0,2,2,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,112.2,0,4/10/2018,Canceled,1,4,4,2018
INN03241,2,1,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,117.65,1,3/23/2018,Not_Canceled,3,2,3,2018
INN03242,2,0,2,4,Not Selected,0,Room_Type 1,185,Online,0,0,0,61.0,0,8/28/2018,Canceled,2,6,8,2018
INN03243,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,120.0,0,6/9/2018,Not_Canceled,2,1,6,2018
INN03244,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,Online,0,0,0,112.0,1,8/9/2018,Canceled,2,3,8,2018
INN03245,2,0,2,2,Meal Plan 2,0,Room_Type 1,61,Offline,0,0,0,106.25,1,9/3/2018,Not_Canceled,2,4,9,2018
INN03246,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,110.0,0,7/6/2018,Canceled,1,6,7,2018
INN03247,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,102.7,0,8/2/2018,Not_Canceled,1,1,8,2018
INN03248,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Corporate,1,1,6,65.0,1,6/8/2018,Not_Canceled,1,1,6,2018
INN03249,3,0,0,2,Meal Plan 1,0,Room_Type 4,199,Online,0,0,0,140.0,0,11/16/2018,Canceled,3,2,11,2018
INN03250,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104.0,0,4/6/2018,Not_Canceled,2,1,4,2018
INN03252,3,0,3,6,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,159.6,0,8/22/2018,Canceled,3,9,8,2018
INN03253,2,1,1,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,149.0,0,4/22/2018,Canceled,3,3,4,2018
INN03254,2,0,2,5,Meal Plan 1,0,Room_Type 4,133,Online,0,0,0,114.63,1,7/16/2018,Not_Canceled,2,7,7,2018
INN03255,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71.0,0,1/19/2018,Not_Canceled,1,2,1,2018
INN03256,2,1,1,2,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,140.4,0,5/13/2018,Canceled,3,3,5,2018
INN03257,2,0,2,3,Meal Plan 1,0,Room_Type 4,41,Offline,0,0,0,60.0,1,11/1/2017,Not_Canceled,2,5,11,2017
INN03258,3,0,0,3,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,101.38,1,12/8/2018,Not_Canceled,3,3,12,2018
INN03259,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,Offline,0,0,0,65.0,0,1/3/2018,Not_Canceled,2,3,1,2018
INN03260,1,0,1,2,Meal Plan 2,0,Room_Type 1,161,Online,0,0,0,105.0,0,3/25/2018,Canceled,1,3,3,2018
INN03261,1,0,1,5,Meal Plan 1,0,Room_Type 4,15,Online,0,0,0,96.9,2,11/14/2018,Not_Canceled,1,6,11,2018
INN03262,2,0,2,4,Meal Plan 1,0,Room_Type 4,93,Online,0,0,0,132.6,1,5/19/2018,Not_Canceled,2,6,5,2018
INN03263,2,0,0,1,Meal Plan 1,0,Room_Type 1,55,Offline,0,0,0,80.0,0,4/6/2018,Not_Canceled,2,1,4,2018
INN03264,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,Corporate,0,0,0,90.0,0,9/9/2017,Not_Canceled,1,2,9,2017
INN03265,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,6/24/2018,Not_Canceled,1,2,6,2018
INN03267,1,0,0,2,Not Selected,0,Room_Type 1,2,Online,0,0,0,104.0,1,6/14/2018,Not_Canceled,1,2,6,2018
INN03268,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,Online,0,0,0,90.0,2,11/4/2018,Not_Canceled,2,3,11,2018
INN03269,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,80.0,0,10/6/2017,Not_Canceled,1,3,10,2017
INN03270,2,0,2,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,80.0,0,12/25/2018,Not_Canceled,2,2,12,2018
INN03271,2,0,0,1,Meal Plan 1,0,Room_Type 4,15,Online,0,0,0,164.0,0,9/28/2018,Not_Canceled,2,1,9,2018
INN03272,2,0,0,4,Not Selected,0,Room_Type 1,12,Online,0,0,0,93.5,1,11/1/2018,Not_Canceled,2,4,11,2018
INN03273,2,0,1,1,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,140.4,1,5/21/2018,Not_Canceled,2,2,5,2018
INN03274,2,0,0,3,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,118.8,0,4/7/2018,Not_Canceled,2,3,4,2018
INN03275,2,0,1,4,Meal Plan 1,0,Room_Type 4,39,Online,0,0,0,98.1,1,2/15/2018,Not_Canceled,2,5,2,2018
INN03276,3,0,0,1,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,168.3,0,4/30/2018,Canceled,3,1,4,2018
INN03277,2,0,1,2,Meal Plan 1,0,Room_Type 1,72,Online,0,0,0,93.6,1,12/23/2018,Not_Canceled,2,3,12,2018
INN03278,3,0,2,2,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,150.45,1,5/15/2018,Canceled,3,4,5,2018
INN03279,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,75.0,1,4/8/2018,Not_Canceled,2,4,4,2018
INN03280,1,0,2,7,Meal Plan 1,0,Room_Type 1,87,Offline,0,0,0,85.0,1,9/2/2018,Not_Canceled,1,9,9,2018
INN03281,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,94.0,0,4/15/2018,Not_Canceled,2,2,4,2018
INN03283,1,0,0,2,Meal Plan 1,0,Room_Type 4,3,Online,0,0,0,176.0,0,5/27/2018,Canceled,1,2,5,2018
INN03284,2,1,0,3,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,76.5,1,7/29/2017,Not_Canceled,3,3,7,2017
INN03285,2,0,2,4,Not Selected,0,Room_Type 1,124,Online,0,0,0,74.8,0,12/4/2018,Canceled,2,6,12,2018
INN03286,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,8,66.0,0,1/26/2018,Not_Canceled,1,1,1,2018
INN03287,2,0,1,3,Meal Plan 1,0,Room_Type 1,116,Online,0,0,0,90.0,1,11/3/2018,Not_Canceled,2,4,11,2018
INN03288,2,0,2,1,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,83.9,1,3/5/2018,Not_Canceled,2,3,3,2018
INN03289,1,0,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,103.0,2,11/13/2018,Not_Canceled,1,2,11,2018
INN03290,1,0,2,8,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,101.38,0,11/1/2018,Canceled,1,10,11,2018
INN03291,2,0,2,5,Meal Plan 1,0,Room_Type 4,208,Online,0,0,0,77.51,0,8/13/2018,Canceled,2,7,8,2018
INN03292,1,0,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,97.02,1,5/29/2018,Not_Canceled,1,2,5,2018
INN03293,2,0,1,2,Meal Plan 1,0,Room_Type 2,224,Offline,0,0,0,65.0,1,10/2/2017,Not_Canceled,2,3,10,2017
INN03294,2,0,0,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,79.0,0,2/20/2018,Not_Canceled,2,1,2,2018
INN03295,2,0,1,3,Not Selected,0,Room_Type 1,93,Online,0,0,0,92.51,2,12/26/2018,Not_Canceled,2,4,12,2018
INN03296,2,0,0,3,Meal Plan 1,0,Room_Type 4,122,Online,0,0,0,121.5,1,5/12/2018,Not_Canceled,2,3,5,2018
INN03297,2,1,1,1,Meal Plan 1,1,Room_Type 1,36,Online,0,0,0,107.3,1,2/27/2018,Not_Canceled,3,2,2,2018
INN03298,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,72.9,0,1/15/2018,Not_Canceled,1,1,1,2018
INN03299,2,0,1,0,Not Selected,0,Room_Type 1,40,Online,0,0,0,97.2,1,10/2/2018,Canceled,2,1,10,2018
INN03300,2,0,1,0,Not Selected,0,Room_Type 1,121,Online,0,0,0,129.0,1,5/2/2018,Not_Canceled,2,1,5,2018
INN03301,2,1,0,2,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,121.5,1,7/12/2018,Not_Canceled,3,2,7,2018
INN03302,2,0,0,4,Not Selected,0,Room_Type 1,8,Online,0,0,0,109.25,0,10/28/2017,Not_Canceled,2,4,10,2017
INN03303,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,1,95.0,0,10/17/2018,Not_Canceled,1,1,10,2018
INN03304,3,0,1,5,Meal Plan 1,0,Room_Type 4,123,Online,0,0,0,162.0,0,9/20/2018,Canceled,3,6,9,2018
INN03305,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,104.0,0,10/25/2018,Not_Canceled,1,1,10,2018
INN03306,2,0,0,1,Meal Plan 1,0,Room_Type 1,208,Offline,0,0,0,81.0,1,12/27/2018,Not_Canceled,2,1,12,2018
INN03307,2,2,1,2,Meal Plan 1,0,Room_Type 6,96,Online,0,0,0,162.9,1,10/28/2018,Canceled,4,3,10,2018
INN03308,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,139.5,2,9/29/2018,Not_Canceled,2,3,9,2018
INN03309,2,0,1,2,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,72.25,0,8/5/2018,Not_Canceled,2,3,8,2018
INN03310,2,0,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,120.35,1,5/29/2018,Not_Canceled,2,1,5,2018
INN03311,2,0,0,1,Not Selected,0,Room_Type 1,36,Online,0,0,0,67.5,0,2/13/2018,Canceled,2,1,2,2018
INN03312,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,65.0,0,8/31/2017,Not_Canceled,1,1,8,2017
INN03313,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,147.5,0,9/5/2017,Not_Canceled,2,2,9,2017
INN03315,2,0,0,2,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,125.1,1,4/28/2018,Not_Canceled,2,2,4,2018
INN03316,2,0,1,1,Meal Plan 1,0,Room_Type 2,0,Online,0,0,0,73.64,0,12/5/2017,Not_Canceled,2,2,12,2017
INN03317,2,1,1,2,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,145.8,1,9/16/2018,Canceled,3,3,9,2018
INN03318,2,0,0,3,Not Selected,0,Room_Type 1,37,Online,0,0,0,88.0,0,12/8/2018,Canceled,2,3,12,2018
INN03319,2,0,0,3,Meal Plan 1,0,Room_Type 1,203,Online,0,0,0,96.3,0,8/9/2018,Canceled,2,3,8,2018
INN03320,1,0,2,1,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,81.0,0,6/19/2018,Canceled,1,3,6,2018
INN03321,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,98.33,0,2/4/2018,Not_Canceled,2,3,2,2018
INN03322,2,0,1,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,124.0,0,3/11/2018,Canceled,2,3,3,2018
INN03323,2,0,0,1,Meal Plan 1,0,Room_Type 4,5,Online,1,11,5,89.3,1,1/15/2018,Not_Canceled,2,1,1,2018
INN03324,2,0,0,4,Meal Plan 1,0,Room_Type 4,22,Offline,0,0,0,75.0,0,10/20/2017,Not_Canceled,2,4,10,2017
INN03325,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,114.0,1,9/15/2017,Not_Canceled,1,3,9,2017
INN03326,2,1,0,2,Meal Plan 1,0,Room_Type 1,138,Online,0,0,0,130.5,1,7/14/2018,Not_Canceled,3,2,7,2018
INN03327,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,170.0,0,11/8/2018,Not_Canceled,1,2,11,2018
INN03328,1,0,0,2,Meal Plan 1,0,Room_Type 1,36,Offline,0,0,0,71.0,0,1/19/2018,Not_Canceled,1,2,1,2018
INN03330,2,1,1,4,Meal Plan 1,0,Room_Type 1,225,Online,0,0,0,106.25,0,10/17/2018,Canceled,3,5,10,2018
INN03331,2,0,0,2,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,109.8,0,3/25/2018,Not_Canceled,2,2,3,2018
INN03332,2,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,117.0,1,5/3/2018,Not_Canceled,2,3,5,2018
INN03333,2,0,2,2,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,120.9,0,9/18/2017,Canceled,2,4,9,2017
INN03334,2,0,0,4,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,114.33,1,4/12/2018,Not_Canceled,2,4,4,2018
INN03335,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,81.0,2,8/7/2017,Not_Canceled,2,1,8,2017
INN03336,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,8/14/2017,Not_Canceled,2,2,8,2017
INN03337,2,2,0,3,Meal Plan 1,0,Room_Type 1,176,Online,0,0,0,143.1,0,9/15/2018,Canceled,4,3,9,2018
INN03339,2,0,1,3,Not Selected,0,Room_Type 1,233,Online,0,0,0,100.3,0,6/23/2018,Canceled,2,4,6,2018
INN03340,2,0,2,1,Meal Plan 1,0,Room_Type 4,152,Offline,0,0,0,62.0,1,2/20/2018,Not_Canceled,2,3,2,2018
INN03341,1,0,2,8,Meal Plan 1,0,Room_Type 1,205,Online,0,0,0,90.95,1,7/5/2018,Canceled,1,10,7,2018
INN03342,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100.0,0,5/31/2018,Canceled,1,3,5,2018
INN03343,1,0,0,2,Meal Plan 2,0,Room_Type 1,57,Offline,0,0,0,91.0,0,9/16/2018,Not_Canceled,1,2,9,2018
INN03344,2,0,0,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,121.0,1,6/8/2018,Canceled,2,2,6,2018
INN03345,1,0,2,1,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,97.02,1,10/11/2017,Not_Canceled,1,3,10,2017
INN03346,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,143.2,0,9/29/2018,Not_Canceled,2,1,9,2018
INN03347,2,0,0,4,Not Selected,0,Room_Type 1,66,Online,0,0,0,120.6,0,8/31/2018,Not_Canceled,2,4,8,2018
INN03348,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,10/2/2017,Not_Canceled,1,2,10,2017
INN03349,2,0,0,4,Meal Plan 1,0,Room_Type 4,71,Online,0,0,0,105.83,1,4/6/2018,Not_Canceled,2,4,4,2018
INN03350,2,0,2,5,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,128.86,0,4/16/2018,Canceled,2,7,4,2018
INN03351,3,0,2,5,Meal Plan 1,0,Room_Type 4,111,Online,0,0,0,150.45,2,6/13/2018,Canceled,3,7,6,2018
INN03352,2,1,2,4,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,85.28,2,4/9/2018,Not_Canceled,3,6,4,2018
INN03353,2,0,0,1,Not Selected,0,Room_Type 1,14,Online,0,0,0,79.0,1,2/12/2018,Canceled,2,1,2,2018
INN03354,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,80.0,0,4/4/2018,Canceled,2,3,4,2018
INN03355,2,0,2,5,Not Selected,0,Room_Type 1,87,Offline,0,0,0,85.0,0,5/22/2018,Not_Canceled,2,7,5,2018
INN03356,2,1,2,2,Meal Plan 1,0,Room_Type 1,173,Online,0,0,0,114.75,1,8/13/2018,Canceled,3,4,8,2018
INN03357,2,0,0,3,Meal Plan 1,0,Room_Type 1,126,Offline,0,0,0,55.0,0,3/24/2018,Not_Canceled,2,3,3,2018
INN03358,3,0,2,2,Meal Plan 2,0,Room_Type 4,42,Online,0,0,0,180.16,1,3/20/2018,Not_Canceled,3,4,3,2018
INN03359,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,Online,0,0,0,110.0,0,4/17/2018,Canceled,2,2,4,2018
INN03360,2,0,1,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,89.0,0,4/15/2018,Not_Canceled,2,3,4,2018
INN03361,2,0,2,1,Not Selected,0,Room_Type 1,10,Online,0,0,0,79.0,0,2/13/2018,Canceled,2,3,2,2018
INN03362,2,0,0,4,Not Selected,0,Room_Type 1,18,Online,0,0,0,79.0,1,2/24/2018,Canceled,2,4,2,2018
INN03363,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65.0,0,9/21/2017,Not_Canceled,2,2,9,2017
INN03365,2,0,2,2,Not Selected,0,Room_Type 1,42,Online,0,0,0,74.8,1,12/9/2018,Not_Canceled,2,4,12,2018
INN03366,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,Online,0,0,0,109.0,0,7/17/2017,Canceled,2,2,7,2017
INN03367,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,110.11,1,9/12/2018,Not_Canceled,1,1,9,2018
INN03368,2,0,0,3,Meal Plan 2,0,Room_Type 4,7,Online,0,0,0,174.0,0,4/21/2018,Not_Canceled,2,3,4,2018
INN03369,2,0,1,1,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,109.8,0,8/29/2018,Not_Canceled,2,2,8,2018
INN03370,2,0,1,1,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,139.5,1,10/8/2018,Not_Canceled,2,2,10,2018
INN03371,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,Online,0,0,0,179.0,2,8/6/2018,Not_Canceled,2,1,8,2018
INN03372,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,Corporate,0,0,0,95.0,0,5/31/2018,Not_Canceled,1,2,5,2018
INN03373,2,0,2,5,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,106.14,1,8/14/2017,Not_Canceled,2,7,8,2017
INN03375,2,1,0,3,Meal Plan 2,0,Room_Type 1,150,Offline,0,0,0,90.0,2,6/16/2018,Not_Canceled,3,3,6,2018
INN03376,2,0,2,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,164.0,2,9/11/2018,Not_Canceled,2,3,9,2018
INN03377,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,Online,0,0,0,94.5,0,8/15/2017,Canceled,2,3,8,2017
INN03378,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,133.0,0,9/24/2017,Not_Canceled,2,1,9,2017
INN03379,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,Corporate,0,0,0,75.0,0,8/18/2017,Canceled,2,2,8,2017
INN03380,2,0,2,0,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,75.0,0,11/13/2018,Not_Canceled,2,2,11,2018
INN03381,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,84.7,1,10/25/2018,Canceled,1,1,10,2018
INN03382,2,0,1,2,Not Selected,1,Room_Type 1,61,Online,0,0,0,97.0,1,11/11/2018,Not_Canceled,2,3,11,2018
INN03383,3,0,1,2,Meal Plan 1,0,Room_Type 1,88,Offline,0,0,0,96.9,2,7/18/2018,Not_Canceled,3,3,7,2018
INN03384,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,110.0,0,6/8/2018,Not_Canceled,1,2,6,2018
INN03385,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,59.04,0,8/1/2018,Not_Canceled,2,1,8,2018
INN03386,2,0,1,2,Meal Plan 1,0,Room_Type 2,122,Online,0,0,0,97.54,0,7/25/2018,Canceled,2,3,7,2018
INN03387,2,0,2,4,Not Selected,0,Room_Type 1,71,Online,0,0,0,120.15,2,11/4/2018,Not_Canceled,2,6,11,2018
INN03388,3,0,1,0,Meal Plan 1,1,Room_Type 4,71,Online,0,0,0,146.7,2,7/24/2018,Not_Canceled,3,1,7,2018
INN03389,2,2,1,2,Meal Plan 1,0,Room_Type 6,58,Online,0,0,0,153.85,1,3/28/2018,Not_Canceled,4,3,3,2018
INN03390,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,111.4,2,4/15/2018,Not_Canceled,2,5,4,2018
INN03391,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,40.0,1,3/16/2018,Not_Canceled,2,3,3,2018
INN03392,2,0,0,3,Not Selected,0,Room_Type 1,22,Online,0,0,0,139.0,3,9/15/2018,Not_Canceled,2,3,9,2018
INN03394,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,Online,0,0,0,80.0,0,8/12/2018,Canceled,2,1,8,2018
INN03395,1,0,0,3,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,117.3,0,5/5/2018,Canceled,1,3,5,2018
INN03396,3,0,0,1,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,146.7,3,8/17/2018,Not_Canceled,3,1,8,2018
INN03397,2,0,2,3,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,89.93,1,4/2/2018,Not_Canceled,2,5,4,2018
INN03398,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,80.0,1,3/15/2018,Not_Canceled,2,3,3,2018
INN03399,2,1,2,1,Meal Plan 1,0,Room_Type 1,110,Online,0,0,0,95.0,0,6/26/2018,Canceled,3,3,6,2018
INN03400,2,0,1,3,Meal Plan 1,0,Room_Type 4,20,Online,0,0,0,131.2,0,9/26/2018,Canceled,2,4,9,2018
INN03401,1,0,0,1,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,104.72,1,10/15/2017,Not_Canceled,1,1,10,2017
INN03402,2,0,2,4,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,62.37,0,4/2/2018,Not_Canceled,2,6,4,2018
INN03403,2,0,1,0,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,76.5,2,7/13/2017,Canceled,2,1,7,2017
INN03404,3,0,0,2,Meal Plan 1,0,Room_Type 4,135,Online,0,0,0,151.2,3,10/13/2018,Not_Canceled,3,2,10,2018
INN03405,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,65.0,0,10/30/2017,Canceled,2,4,10,2017
INN03406,2,0,0,3,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,118.07,1,11/10/2018,Not_Canceled,2,3,11,2018
INN03407,2,0,0,2,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,130.0,1,11/11/2018,Not_Canceled,2,2,11,2018
INN03408,2,0,1,1,Meal Plan 1,0,Room_Type 1,84,Online,0,0,0,118.8,3,10/3/2018,Not_Canceled,2,2,10,2018
INN03409,1,0,0,3,Meal Plan 1,0,Room_Type 1,63,Offline,0,0,0,136.0,0,5/17/2018,Not_Canceled,1,3,5,2018
INN03410,1,0,0,2,Not Selected,0,Room_Type 1,1,Online,0,0,0,78.0,1,12/6/2018,Not_Canceled,1,2,12,2018
INN03411,2,0,2,4,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,168.38,1,11/6/2018,Canceled,2,6,11,2018
INN03412,2,1,0,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,169.0,1,8/2/2018,Not_Canceled,3,3,8,2018
INN03413,2,0,0,2,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,107.41,2,12/29/2018,Not_Canceled,2,2,12,2018
INN03414,2,0,0,3,Meal Plan 1,0,Room_Type 4,78,Offline,0,0,0,60.0,0,12/10/2017,Not_Canceled,2,3,12,2017
INN03415,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,87.0,0,3/7/2018,Not_Canceled,2,4,3,2018
INN03416,2,0,2,3,Meal Plan 1,0,Room_Type 1,110,Online,0,0,0,109.25,1,5/1/2018,Not_Canceled,2,5,5,2018
INN03417,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,81.19,0,8/24/2018,Not_Canceled,1,1,8,2018
INN03418,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,66.0,0,1/14/2018,Not_Canceled,1,1,1,2018
INN03420,2,1,0,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,140.0,1,8/30/2018,Not_Canceled,3,1,8,2018
INN03421,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,Online,0,0,0,95.0,0,4/24/2018,Canceled,2,2,4,2018
INN03422,2,0,1,2,Meal Plan 1,0,Room_Type 1,53,Online,0,0,0,94.5,0,10/9/2017,Not_Canceled,2,3,10,2017
INN03423,2,0,2,4,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,104.0,1,11/30/2018,Not_Canceled,2,6,11,2018
INN03424,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,89.0,0,4/5/2018,Not_Canceled,1,1,4,2018
INN03425,2,0,0,1,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,89.24,1,3/26/2018,Not_Canceled,2,1,3,2018
INN03426,2,0,2,7,Meal Plan 1,0,Room_Type 1,161,Online,0,0,0,66.53,1,6/28/2018,Not_Canceled,2,9,6,2018
INN03427,2,0,0,3,Not Selected,0,Room_Type 1,164,Online,0,0,0,88.5,1,7/19/2018,Not_Canceled,2,3,7,2018
INN03428,2,0,0,4,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,93.5,0,9/16/2017,Canceled,2,4,9,2017
INN03430,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,10/2/2017,Not_Canceled,1,2,10,2017
INN03431,2,0,3,5,Meal Plan 1,0,Room_Type 4,109,Online,0,0,0,113.26,1,7/11/2018,Not_Canceled,2,8,7,2018
INN03432,2,0,1,3,Not Selected,0,Room_Type 1,3,Online,0,0,0,81.0,1,8/10/2017,Not_Canceled,2,4,8,2017
INN03433,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,10/2/2017,Not_Canceled,1,2,10,2017
INN03434,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,94.5,1,9/5/2017,Not_Canceled,2,4,9,2017
